STAID	STATE	FIPS	LAT_DMS 	 LON_DMS	WELLDPTH  	SAMPDATE 	SAMPTIME	AS_RMRK	AS_CONC	LAT_DD	LON_DD
16S     2S      6N      6S      7S      10N     9S      5S      1S      10N     12N     12N
182113064451900	VI	78020	182113	644519	100	31-Aug-92	1020	<	1	18.35361	64.75528
182109064460300	VI	78020	182109	644603	60	26-Aug-92	1130	<	1	18.3525	64.7675
180859065474100	PR	72069	180859	654741		07-Jul-82	940	<	1	18.14972	65.79472
180339065523300	PR	72151	180339	655233	120	07-Jul-82	1645	<	1	18.06083	65.87583
175836066021400	PR	72015	175836	660214		12-Aug-86	1545	<	1	17.97667	66.03722
182432066023300	PR	72127	182432	660233		19-May-86	1740	.	1	18.40889	66.0425
182505066030900	PR	72127	182506	660308	205	15-Jul-82	1040	.	2	18.41833	66.05222
175944066033700	PR	72015	175944	660337	40	12-Aug-86	1700	.	1	17.99556	66.06028
182637066042200	PR	72127	182637	660422		04-Feb-88	1124	<	1	18.44361	66.07278
182533066064500	PR	72061	182533	660645		02-May-86	1040	<	1	18.42583	66.1125
175754066072200	PR	72057	175754	660722		12-Aug-86	1400	<	1	17.965	66.12278
180708066084200	PR	72035	180708	660842	200	08-Jul-82	1140	.	1	18.11889	66.145
175738066084500	PR	72057	175738	660845	58	24-Jun-82	1330	.	1	17.96055	66.14584
175732066091900	PR	72057	175732	660919		13-Aug-86	1300	<	1	17.95889	66.15528
182630066122300	PR	72137	182630	661223		15-Oct-87	1200	.	3	18.44167	66.20639
175824066131000	PR	72123	175824	661310		14-Aug-86	730	<	1	17.97333	66.21944
175812066133200	PR	72123	175812	661332		13-Aug-86	1200	<	1	17.97	66.22556
175822066134800	PR	72123	175822	661348	118	09-Aug-86	1000	<	1	17.97278	66.23
180208066135600	PR	72123	180208	661356		27-Dec-88	1200	<	1	18.03555	66.23222
180217066141900	PR	72123	180217	661419	52	27-Dec-88	1030	<	1	18.03806	66.23861
175848066145800	PR	72123	175848	661458		08-Aug-86	1215	<	1	17.98	66.24944
180054066152800	PR	72123	180054	661528		07-Aug-86	1620	<	1	18.015	66.25777
182554066152900	PR	72051	182554	661529	160	23-Mar-92	1000	.	1	18.43167	66.25806
182724066155100	PR	72051	182724	661551		25-Mar-92	900	<	1	18.45667	66.26417
182446066155500	PR	72051	182446	661555		06-Dec-82	1325	.	1	18.41278	66.26527
182636066164100	PR	72051	182636	661641	200	09-Jul-82	1245	.	1	18.44333	66.27805
182707066164100	PR	72051	182707	661641	86	30-Mar-92	900	<	1	18.45195	66.27805
182423066165000	PR	72051	182423	661650	150	03-Apr-92	1038	<	1	18.40639	66.28056
182746066170800	PR	72051	182746	661708		31-Mar-92	1230	<	1	18.46278	66.28555
182723066172400	PR	72051	182723	661724		19-Mar-92	1300	<	1	18.45639	66.29
182804066173500	PR	72051	182804	661735	98	20-Mar-92	1300	.	4	18.46778	66.29305
182540066174100	PR	72051	182540	661741	150	25-Mar-92	1132	<	1	18.42778	66.29472
175816066183200	PR	72123	175816	661832		07-Aug-86	1100	<	1	17.97111	66.30889
182314066185700	PR	72143	182314	661857	540	01-May-84	1130	.	1	18.38722	66.31583
182515066194000	PR	72143	182515	661940	260	09-Jul-82	1015	.	1	18.42083	66.32777
182517066194300	PR	72143	182517	661943		01-Dec-86	1030	<	1	18.42139	66.32861
180219066222500	PR	72043	180219	662225		28-Mar-84	1100	.	6	18.03861	66.37361
175802066241700	PR	72133	175802	662417		10-Apr-86	925	<	1	17.96722	66.40472
182657066250600	PR	72145	182657	662506		30-Nov-82	1400	.	1	18.44917	66.41833
182743066252200	PR	72145	182743	662522		08-May-89	1230	<	1	18.46194	66.42278
182633066262600	PR	72091	182633	662626		01-Jul-86	1300	<	1	18.4425	66.44055
182004066263800	PR	72101	182004	662638		09-Dec-82	900	<	1	18.33444	66.44389
175950066263900	PR	72075	175950	662639		09-Apr-87	1630	<	1	17.99722	66.44417
182815066273000	PR	72145	182815	662730		19-Mar-86	1530	<	1	18.47084	66.45834
182623066273200	PR	72091	182623	662732	215	02-Jul-82	800	.	1	18.43972	66.45889
182629066280800	PR	72091	182629	662808		20-Mar-89	1200	<	1	18.44139	66.46889
182734066280900	PR	72091	182734	662809		10-Jan-90	1145	<	1	18.45945	66.46917
182732066281300	PR	72091	182732	662813		16-Jan-90	1130	<	1	18.45889	66.47028
182624066281400	PR	72091	182624	662814		17-Jan-90	1230	<	1	18.44	66.47056
182658066283900	PR	72091	182658	662839		18-Jun-90	1000	<	1	18.44944	66.4775
182019066285300	PR	72019	182019	662853		09-Dec-82	1330	.	1	18.33861	66.48139
182218066291000	PR	72019	182218	662910		16-Dec-82	1430	.	1	18.37167	66.48611
182541066313500	PR	72091	182541	663135		30-Nov-82	1050	.	3	18.42805	66.52639
175911066314100	PR	72075	175911	663141		25-Mar-87	845	<	1	17.98639	66.52805
182902066321700	PR	72017	182902	663217		20-Feb-86	1150	<	1	18.48389	66.53806
180014066325600	PR	72113	180014	663256	150	18-May-87	1500	<	1	18.00389	66.54889
182647066330600	PR	72017	182647	663306		20-Feb-86	1150	<	1	18.44639	66.55167
182558066331300	PR	72017	182558	663313	1200	15-Nov-87	1300	<	1	18.43278	66.55361
182603066333600	PR	72017	182603	663336	150	25-Jun-82	740	.	1	18.43417	66.56
182549066334900	PR	72017	182549	663349		29-Nov-95	1200	.	1	18.43028	66.56361
182500066335000	PR	72017	182560	663350		25-Jun-82	740	.	1	18.43333	66.56389
182124066335000	PR	72017	182124	663350	300	26-Mar-84	1100	.	1	18.35667	66.56389
182556066340400	PR	72017	182555	663402	1230	20-Mar-84	1200	.	1	18.43194	66.56722
182550066340300	PR	72017	182556	663402	1080	02-May-89	1130	<	1	18.43222	66.56722
182601066340501	PR	72017	182601	663405		14-Oct-89	1730	<	1	18.43361	66.56805
182608066341300	PR	72017	182608	663413		23-Feb-95	1230	<	1	18.43556	66.57027
182558066341500	PR	72017	182558	663415		27-Jun-89	1115	<	1	18.43278	66.57083
182544066341500	PR	72017	182542	663416		19-Aug-86	1100	<	1	18.42833	66.57111
182605066341600	PR	72017	182605	663416		15-May-91	945	<	1	18.43472	66.57111
175952066342600	PR	72113	175952	663426	72	29-Apr-87	1520	<	1	17.99778	66.57389
182605066344500	PR	72017	182605	663445		28-Jan-87	1330	<	1	18.43472	66.57917
182558066345600	PR	72017	182558	663456		14-Apr-86	1245	<	1	18.43278	66.58222
182641066345700	PR	72017	182641	663457		23-Mar-84	1400	<	1	18.44473	66.5825
182503066350100	PR	72017	182503	663501	600	23-Mar-84	1200	.	1	18.4175	66.58361
175948066351100	PR	72113	175948	663511	130	22-Jun-82	1400	.	1	17.99667	66.58639
182556066351900	PR	72017	182556	663519		18-Aug-89	930	.	2	18.43222	66.58861
182608066352500	PR	72017	182608	663525		07-May-90	1415	<	1	18.43556	66.59028
182542066353200	PR	72013	182542	663532		22-Sep-92	1100	<	1	18.42833	66.59222
182736066355800	PR	72017	182736	663558	68	23-Mar-84	1600	<	1	18.46	66.59944
182608066355900	PR	72013	182608	663559		25-Jun-82	1010	.	1	18.43556	66.59972
182440066360300	PR	72013	182440	663603	700	23-Mar-84	1000	.	1	18.41111	66.60083
180021066363500	PR	72113	180021	663635		19-May-87	1100	<	1	18.00583	66.60973
180224066364200	PR	72113	180224	663642		15-Dec-82	1015	<	1	18.04	66.61166
175930066370200	PR	72113	175930	663702	185	23-Jun-82	1640	.	1	17.99166	66.61723
180032066384500	PR	72113	180032	663845		20-May-87	1015	<	1	18.00889	66.64584
182724066392000	PR	72013	182724	663920		27-Mar-84	1100	<	1	18.45667	66.65556
182728066394000	PR	72009	182728	663940		27-Mar-84	1400	<	1	18.45778	66.66111
182626066410800	PR	72013	182626	664108	100	30-Jun-82	1215	<	1	18.44056	66.68555
182435066414500	PR	72013	182435	664145		01-Dec-82	1115	.	1	18.40972	66.69583
182531066463500	PR	72013	182531	664635		08-Feb-86	1545	<	1	18.42528	66.77639
182410066474300	PR	72027	182410	664743		07-Dec-82	1200	.	1	18.40278	66.79528
182359066481600	PR	72065	182359	664816		07-Dec-82	1030	.	1	18.39973	66.80444
182757066492600	PR	72065	182757	664926		04-Sep-86	1415	<	1	18.46583	66.82389
182344066534400	PR	72027	182345	665345		14-Dec-82	1130	.	1	18.39584	66.89584
182006066564600	PR	72065	182006	665646		01-Dec-82	1520	.	1	18.335	66.94611
180543066565000	PR	72121	180543	665650		02-Dec-82	1220	.	3	18.09528	66.94722
182521067020900	PR	72099	182521	670209	200	24-Mar-84	1100	.	1	18.4225	67.03584
182805067025800	PR	72071	182805	670258		10-Nov-86	1130	<	1	18.46806	67.04945
182919067031300	PR	72071	182919	670313	1700	22-Apr-87	1425	.	1	18.48861	67.05361
182602067091600	PR	72005	182602	670916		02-Dec-82	800	.	1	18.43389	67.15444
180524067092000	PR	72023	180524	670920		26-Mar-86	1345	.	4	18.09	67.15556
444230067481102	ME	23029	444230	674811	13	28-Oct-80	1030	.	1	44.70833	67.80305
444242067485503	ME	23029	444242	674855	16	21-Oct-80	1330	.	1	44.71167	67.81527
444242067485502	ME	23029	444242	674855	28	06-May-81	1100	.	1	44.71167	67.81527
444157067485802	ME	23029	444157	674858	4	28-Oct-80	1530	.	1	44.69917	67.81611
444214067493603	ME	23029	444214	674936	6	30-Oct-80	1030	.	1	44.70389	67.82666
444214067493602	ME	23029	444214	674936	13	07-May-81	1450	.	2	44.70389	67.82666
444326067500104	ME	23029	444326	675001	6	29-Oct-80	1045	.	1	44.72389	67.83361
444326067500102	ME	23029	444326	675001	21	29-Oct-80	1045	.	1	44.72389	67.83361
444346067500202	ME	23029	444346	675002	21	29-Oct-80	1400	.	1	44.72944	67.83389
444239067500503	ME	23029	444239	675005	10	30-Oct-80	1230	.	1	44.71083	67.83472
444239067500502	ME	23029	444239	675005	10	07-May-81	1615	.	24	44.71083	67.83472
444316067505003	ME	23029	444316	675050	15	23-Oct-80	1530	.	2	44.72111	67.84722
444316067505002	ME	23029	444316	675050	23	07-May-81	1105	.	4	44.72111	67.84722
180344067542300	PR	72097	180344	675423		24-May-92	1100	.	65	18.06222	67.90639
180444067555900	PR	72097	180444	675559		24-May-92	1700	<	1	18.07889	67.93305
180516067562000	PR	72097	180516	675620		22-May-92	1500	.	1	18.08778	67.93889
180516067562300	PR	72097	180516	675623		25-May-92	1100	<	1	18.08778	67.93972
444408068020801	ME	23029	444408	680208	12.4	04-Jun-81	720	.	6	44.73555	68.03555
444415068022104	ME	23029	444415	680221	5.2	03-Jun-81	1600	.	1	44.7375	68.03917
444415068022103	ME	23029	444415	680221	12.4	03-Jun-81	1600	.	7	44.7375	68.03917
444410068024203	ME	23029	444410	680242	10.8	03-Jun-81	1430	.	8	44.73611	68.045
444401068033804	ME	23009	444401	680338	3.6	03-Jun-81	1130	.	1	44.73361	68.06055
444410068033814	ME	23009	444410	680338	5	03-Jun-81	830	.	1	44.73611	68.06055
444401068033803	ME	23009	444401	680338	12.4	03-Jun-81	1130	.	1	44.73361	68.06055
444410068033813	ME	23009	444410	680338	15	03-Jun-81	830	.	1	44.73611	68.06055
444410068033812	ME	23009	444410	680338	19	03-Jun-81	830	.	3	44.73611	68.06055
444401068033802	ME	23009	444401	680338	19.6	03-Jun-81	1130	.	5	44.73361	68.06055
413750070323507	MA	25001	413750	703235	26.1	12-May-88	1500	.	1	41.63055	70.54305
413750070323506	MA	25001	413750	703235	53.8	12-May-88	1430	.	1	41.63055	70.54305
413750070323505	MA	25001	413750	703235	71.9	12-May-88	1345	.	1	41.63055	70.54305
413750070323504	MA	25001	413750	703235	107	12-May-88	1245	<	1	41.63055	70.54305
413750070323503	MA	25001	413750	703235	140	12-May-88	1130	.	2	41.63055	70.54305
413750070323502	MA	25001	413750	703235	169	12-May-88	1045	<	1	41.63055	70.54305
413750070323501	MA	25001	413750	703235	217	12-May-88	945	.	2	41.63055	70.54305
413730070324606	MA	25001	413730	703246	35.6	09-May-88	1730	<	1	41.625	70.54611
413730070324605	MA	25001	413730	703246	54.3	09-May-88	1645	<	1	41.625	70.54611
413730070324604	MA	25001	413730	703246	65.4	09-May-88	1600	<	1	41.625	70.54611
413730070324603	MA	25001	413730	703246	81.2	09-May-88	1515	<	1	41.625	70.54611
413730070324602	MA	25001	413730	703246	94.2	09-May-88	1430	<	1	41.625	70.54611
413730070324608	MA	25001	413730	703246	106	09-May-88	1345	.	1	41.625	70.54611
413730070324607	MA	25001	413730	703246	122	09-May-88	1145	.	5	41.625	70.54611
413646070330603	MA	25001	413646	703306	12.7	06-May-88	1415	<	1	41.61278	70.55167
413646070330602	MA	25001	413646	703306	51.6	06-May-88	1330	<	1	41.61278	70.55167
413646070330605	MA	25001	413646	703306	64.4	06-May-88	1245	<	1	41.61278	70.55167
413646070330601	MA	25001	413646	703306	83.8	06-May-88	1045	<	1	41.61278	70.55167
413646070330604	MA	25001	413646	703306	110	06-May-88	945	<	1	41.61278	70.55167
413646070330609	MA	25001	413646	703306		06-May-88	1130	<	1	41.61278	70.55167
414649070353601	MA	25023	414649	703536	79	29-Aug-90	1845	<	1	41.78028	70.59333
414645070353601	MA	25023	414645	703536	40	01-Feb-91	1230	<	1	41.77917	70.59333
414648070354201	MA	25023	414648	703542		24-Mar-93	1800	<	1	41.77999	70.595
413625070355501	MA	25001	413625	703555	19	21-Apr-83	700	.	1	41.60695	70.59861
414653070355901	MA	25023	414653	703559	72.1	29-Aug-90	1600	.	1	41.78139	70.59972
414649070360002	MA	25023	414649	703560	53	19-Nov-93	1000	<	1	41.78028	70.6
414654070360002	MA	25023	414654	703560	57	22-Nov-93	1200	<	1	41.78166	70.6
413624070360202	MA	25001	413624	703602	21	18-Dec-80	1450	.	1	41.60667	70.60056
414650070360202	MA	25023	414650	703602	43.1	19-Nov-93	1211	<	1	41.78055	70.60056
414650070360304	MA	25023	414650	703603	50.5	22-Nov-93	1010	<	1	41.78055	70.60083
413629070360501	MA	25001	413629	703605	15	20-Apr-83	1345	.	19	41.60805	70.60139
414626070381103	MA	25023	414626	703811	113	29-Aug-90	1200	<	1	41.77389	70.63639
414630070381202	MA	25023	414630	703812	102	29-Aug-90	1300	.	5	41.775	70.63667
414626070381402	MA	25023	414626	703814	37	31-Jan-91	1215	<	1	41.77389	70.63722
414629070381502	MA	25023	414629	703815	37.4	31-Jan-91	1250	<	1	41.77473	70.6375
414618070383104	MA	25023	414618	703831	47.7	30-Jan-91	1545	<	1	41.77167	70.64194
414611070383101	MA	25023	414611	703831	42	31-Jan-91	1140	<	1	41.76972	70.64194
414622070383202	MA	25023	414622	703832	67.9	30-Jan-91	1345	<	1	41.77278	70.64222
414616070383303	MA	25023	414616	703833	110	29-Aug-90	1000	<	1	41.77111	70.6425
420423070411102	MA	25023	420423	704111	61	30-Jun-87	900	<	1	42.07305	70.68639
420314070414101	MA	25023	420314	704141	55	15-Aug-86	1315	<	1	42.05389	70.69473
420149070421601	MA	25023	420149	704216	55	15-Aug-86	1145	<	1	42.03028	70.70444
420723070423101	MA	25023	420723	704231	57	06-Jul-87	900	<	1	42.12305	70.70861
415748070433401	MA	25023	415748	704334	58	02-Jun-87	1400	<	1	41.96333	70.72611
420029070440701	MA	25023	420029	704407	49	14-Aug-86	1100	<	1	42.00806	70.73528
420652070441601	MA	25023	420652	704416	124	30-Jun-87	1030	<	1	42.11444	70.73778
415809070443401	MA	25023	415809	704434	52.2	02-Jun-87	1200	<	1	41.96917	70.74277
415910070445702	MA	25023	415910	704457	69	07-Aug-86	1015	<	1	41.98611	70.74917
415744070452601	MA	25023	415744	704526	48.4	05-Aug-86	1345	.	4	41.96223	70.75723
420210070453601	MA	25023	420210	704536	46	15-Aug-86	915	<	1	42.03611	70.76
420713070453902	MA	25023	420713	704539		06-Jul-87	1115	<	1	42.12028	70.76083
415925070454101	MA	25023	415925	704541	32.2	08-Sep-86	1030	<	1	41.99028	70.76139
415939070461101	MA	25023	415939	704611	77	02-Jun-87	1000	<	1	41.99417	70.76972
415958070465401	MA	25023	415958	704654	62	01-Jun-87	1130	.	8	41.99945	70.78167
425953070471801	NH	33015	425953	704717	49	20-Aug-87	1130	<	1	42.99805	70.78806
430326070475301	NH	33015	430326	704753	63	17-Aug-87	1300	<	1	43.05722	70.79806
420315070484201	MA	25023	420315	704842	63	26-May-87	930	<	1	42.05416	70.81167
425631070485601	NH	33015	425630	704856	54	18-Aug-87	1230	<	1	42.94167	70.81555
430431070491101	NH	33015	430434	704913	60	03-Sep-87	1140	<	1	43.07611	70.82027
420635070494101	MA	25023	420635	704941	56	29-Jun-87	1200	<	1	42.10972	70.82806
430203070494401	NH	33015	430203	704944	39	03-Sep-87	1400	<	1	43.03417	70.82889
431111070500501	NH	33017	431139	704957	14.4	21-Aug-81	1120	.	3	43.19417	70.8325
420758070500101	MA	25023	420758	705001	50	05-Aug-86	930	.	1	42.13278	70.83361
420806070500301	MA	25023	420806	705003	67	29-Jun-87	1015	<	1	42.13499	70.83417
430548070501701	NH	33015	430548	705017	29	17-Aug-87	1600	<	1	43.09667	70.83806
425909070502101	NH	33015	425909	705021	59	20-Aug-87	1500	.	4	42.98583	70.83916
431351070503701	NH	33017	431351	705037	10.6	02-Sep-82	1415	.	1	43.23083	70.84361
425950070512301	NH	33015	430001	705143	46	18-Aug-87	1430	.	5	43.00027	70.86195
430959070520201	NH	33017	430959	705202	72	26-Aug-87	1500	<	1	43.16639	70.86723
431159070530401	NH	33017	431159	705304	32.5	26-Aug-87	1700	.	1	43.19972	70.88445
431303070532101	NH	33017	431303	705321	85	13-Aug-87	1250	.	2	43.2175	70.88917
431437070535901	NH	33017	431437	705359	23.9	21-Aug-81	1205	.	1	43.24361	70.89972
430954070540401	NH	33017	430954	705405	69.5	26-Nov-85	1430	<	1	43.165	70.90139
431651070540702	NH	33017	431651	705407	74	13-Aug-87	1115	<	1	43.28084	70.90195
425342070544401	NH	33015	425337	705447	54	19-Aug-87	1100	<	1	42.89362	70.91306
431003070545401	NH	33017	431003	705455	72.1	26-Nov-85	1030	<	1	43.1675	70.91528
425406070550501	NH	33015	425406	705504	38.6	19-Aug-87	1330	.	2	42.90167	70.91778
425438070553501	NH	33015	425438	705535	24	19-Aug-87	1600	.	4	42.91056	70.92639
431352070561501	NH	33017	431352	705615	19	01-Sep-81	1320	.	1	43.23111	70.9375
431156070562701	NH	33017	431156	705627	43	19-Mar-87	1500	.	3	43.19889	70.94083
430428070564201	NH	33015	430427	705642	52.2	04-Dec-85	1600	<	1	43.07417	70.945
431736070572301	NH	33017	431736	705723	18	02-Sep-82	1330	.	1	43.29333	70.95639
430443070580101	NH	33015	430444	705801		27-Nov-85	1435	<	1	43.07889	70.96694
430450070580501	NH	33015	430449	705807	54	04-Dec-85	1200	.	7	43.08028	70.96861
432815070581801	NH	33017	432815	705818	23	25-Aug-87	1530	<	1	43.47084	70.97166
432009070582601	NH	33017	432009	705826	17.5	26-Aug-87	830	.	10	43.33583	70.97389
430504070582801	NH	33017	430505	705829	53.5	27-Nov-85	1045	.	1	43.08472	70.97472
431710070583101	NH	33017	431710	705831	69	26-Aug-87	1000	<	1	43.28611	70.97528
432545070583901	NH	33017	432545	705839	43	25-Mar-87	1400	<	1	43.42916	70.9775
430429070590501	NH	33015	430429	705905	24.6	27-Nov-85	1345	<	1	43.07472	70.98473
431753070591401	NH	33017	431753	705914	60	25-Mar-87	1600	<	1	43.29805	70.98722
433547070594501	NH	33003	433553	705947	48.5	08-Sep-87	1445	.	7	43.59806	70.99639
431439070595801	NH	33017	431439	705958	30	26-Aug-87	1130	<	1	43.24417	70.99944
430250070595901	NH	33015	430247	705960		03-Dec-85	1400	.	2	43.04639	71
431620071000101	NH	33017	431605	710001	42	30-Mar-87	1100	.	20	43.26805	71.00027
430239071000801	NH	33015	430239	710009	52	03-Dec-85	1300	.	14	43.04417	71.0025
430304071001101	NH	33015	430304	710012	42	29-Nov-85	1445	.	2	43.05111	71.00333
432010071001402	NH	33017	432010	710014	28	21-Aug-81	1345	.	1	43.33612	71.00389
431245071004001	NH	33017	431245	710040	23	19-Mar-87	1130	<	1	43.2125	71.01111
441004071004001	NH	33003	441004	710040	59	03-Sep-92	1700	<	1	44.16778	71.01111
430015071004902	NH	33015	430015	710042	40	03-Dec-85	1000	<	1	43.00417	71.01167
432904071004201	NH	33017	432904	710042	12.5	25-Aug-87	1630	<	1	43.48444	71.01167
431704071004301	NH	33017	431704	710043	32.6	01-Sep-81	1220	.	30	43.28445	71.01195
430024071004301	NH	33015	430023	710044	32	02-Dec-85	1400	<	1	43.00639	71.01222
430721071005001	NH	33017	430720	710050	32.8	09-Nov-84	1745	.	1	43.12222	71.01389
441357071005001	NH	33003	441357	710050	60	03-Sep-92	1430	<	1	44.2325	71.01389
441452071005101	NH	33003	441452	710051	30	03-Sep-92	1230	<	1	44.24778	71.01417
440423071010001	NH	33003	440423	710100	69	04-Sep-92	1115	<	1	44.07306	71.01667
430409071010101	NH	33015	430409	710101	37	11-Dec-85	1530	.	3	43.06917	71.01694
440430071011102	NH	33003	440430	710111	19	04-Sep-92	1015	<	1	44.075	71.01972
430240071012801	NH	33015	430241	710128	32	29-Nov-85	1145	<	1	43.04473	71.02444
433208071015001	NH	33003	433208	710150	43	25-Mar-87	1000	<	1	43.53556	71.03056
425437071022301	NH	33015	425437	710223	30	09-Apr-87	1045	<	1	42.91027	71.03972
432222071024501	NH	33017	432222	710245		02-Sep-82	1150	.	2	43.37277	71.04583
425418071024801	NH	33015	425418	710248	63	02-Sep-87	1030	.	1	42.905	71.04667
432558071025001	NH	33017	432558	710250	13	02-Sep-82	1050	.	1	43.43278	71.04723
425546071030701	NH	33015	425546	710307	30	15-Apr-87	1400	<	1	42.92944	71.05194
431420071030801	NH	33017	431420	710308	14	26-Aug-87	1300	<	1	43.23888	71.05222
432321071031501	NH	33017	432319	710310	24	14-Aug-87	1400	<	1	43.38861	71.05278
433820071031901	NH	33003	433820	710319	49	05-Sep-92	1800	<	1	43.63889	71.05527
425742071033101	NH	33015	425742	710332	50	05-Dec-85	1530	<	1	42.96167	71.05889
432245071033301	NH	33017	432245	710333	22	24-Mar-87	1500	<	1	43.37917	71.05917
432738071033301	NH	33017	432738	710333	17.5	25-Aug-87	1730	<	1	43.46056	71.05917
425554071033501	NH	33015	425554	710335	62	09-Apr-87	1230	.	3	42.93166	71.05972
425439071033601	NH	33015	425439	710336	50	02-Sep-87	1300	.	4	42.91083	71.06
425347071033701	NH	33015	425347	710337	20	15-Apr-87	1200	.	1	42.89639	71.06028
425636071033801	NH	33015	425636	710338	55	06-Dec-85	1100	<	1	42.94334	71.06055
425544071034501	NH	33015	425544	710345	68	01-Sep-87	1600	.	2	42.92889	71.0625
425352071034901	NH	33015	425352	710349	25	15-Apr-87	1030	.	1	42.89778	71.06361
433909071035001	NH	33003	433909	710350		06-Sep-92	1500	<	1	43.6525	71.06389
425445071035701	NH	33015	425445	710357	70	31-Aug-87	1300	<	1	42.9125	71.06583
431923071041601	NH	33017	431923	710416	11.2	03-Sep-82	930	.	1	43.32306	71.07111
442118071042101	NH	33007	442118	710421	19.3	05-Nov-91	1022	<	1	44.355	71.0725
425738071044201	NH	33015	425738	710441	55	06-Dec-85	1400	<	1	42.96056	71.07806
434221071051501	NH	33003	434221	710515	115	05-Sep-92	1600	<	1	43.70583	71.0875
442450071052301	NH	33007	442450	710523	40.7	05-Nov-91	1130	<	1	44.41389	71.08972
431500071052601	NH	33017	431460	710526	35.5	26-Aug-87	1400	.	2	43.25	71.09055
432723071052701	NH	33017	432723	710527	14	02-Sep-82	1000	.	1	43.45639	71.09084
431511071114101	NH	33017	431507	710528		14-Aug-87	1045	<	1	43.25195	71.09111
432351071055101	NH	33017	432351	710551	112	21-Aug-81	1500	.	5	43.3975	71.0975
420834071060701	MA	25021	420834	710607		14-Sep-86	800	.	2	42.14278	71.10194
431406070584901	NH	33017	431212	710611	7.5	01-Sep-81	1420	.	1	43.20333	71.10306
431212071061101	NH	33017	431212	710611	7.5	03-Sep-82	1030	.	2	43.20333	71.10306
434653071063801	NH	33003	434653	710638	90	04-Sep-92	1800	<	1	43.78139	71.11056
434608071064001	NH	33003	434608	710640	74.5	02-Sep-92	1700	<	1	43.76889	71.11111
425802071065301	NH	33015	425802	710653	16.6	16-Aug-84	1130	<	1	42.96722	71.11472
425013071070101	NH	33015	425013	710701	25	09-Apr-87	1400	.	3	42.83694	71.11694
425801071071501	NH	33015	425801	710715	13.5	16-Aug-84	1330	.	1	42.96695	71.12083
425845071072501	NH	33015	425845	710725	27	15-Aug-84	1430	.	1	42.97917	71.12361
430201071072801	NH	33015	430201	710728	44.5	08-Nov-84	1100	<	1	43.03361	71.12444
430211071073701	NH	33015	430211	710738	38.4	08-Nov-84	1330	<	1	43.03639	71.12722
431621071074801	NH	33017	431616	710741		20-Aug-81	1115	.	1	43.27111	71.12805
420853071074301	MA	25021	420853	710743		25-Aug-86	1000	<	1	42.14805	71.12861
421057071081201	MA	25021	421057	710812	60	25-Aug-86	1400	<	1	42.1825	71.13667
421330071081601	MA	25021	421330	710816	10	13-Aug-86	1200	.	20	42.225	71.13778
420740071081701	MA	25021	420740	710817	62	14-Sep-86	1200	<	1	42.12778	71.13805
435815071082301	NH	33003	435815	710823	50	28-Aug-92	1330	<	1	43.97083	71.13972
434344071090401	NH	33003	434344	710904	18.5	05-Sep-92	1430	<	1	43.72889	71.15111
435715071091301	NH	33003	435715	710913	49	04-Sep-92	1530	<	1	43.95417	71.15361
432557071091401	NH	33017	432557	710914	15	01-Sep-81	1025	.	1	43.4325	71.15389
435642071091401	NH	33003	435642	710914	49	04-Sep-92	1400	<	1	43.945	71.15389
432530071093001	NH	33017	432525	710918	34	24-Mar-87	1200	.	10	43.42361	71.155
430102071091801	NH	33015	430101	710919	20.7	07-Nov-84	1530	.	8	43.01694	71.15528
443021071092501	NH	33007	443021	710925	42	06-Oct-92	1400	<	1	44.50583	71.15694
430109071093101	NH	33015	430110	710930	31.6	07-Nov-84	1345	.	6	43.01944	71.15833
434856071094001	NH	33003	434856	710940	39.5	05-Sep-92	1130	<	1	43.81556	71.16111
430027071094401	NH	33015	430027	710944	21	17-Aug-84	1330	.	1	43.0075	71.16222
430028071094901	NH	33015	430028	710949	14	17-Aug-84	1130	<	1	43.00778	71.16361
432534071095601	NH	33017	432536	710955	60	16-Mar-87	1530	<	1	43.42667	71.16528
430200071101001	NH	33015	430160	711010	17.1	08-Nov-84	1600	.	11	43.03333	71.16944
430024071101101	NH	33015	430024	711012	37.2	16-Aug-84	1600	.	1	43.00667	71.17
443225071101201	NH	33007	443225	711012	41	09-Oct-92	1130	<	1	44.54028	71.17
432533071081601	NH	33017	432552	711014	16.9	01-Sep-81	1100	.	1	43.43111	71.17056
420940071101702	MA	25021	420940	711017	54	25-Aug-86	1200	<	1	42.16111	71.17139
420752071105101	MA	25021	420752	711051	51	14-Sep-86	1000	<	1	42.13111	71.18083
434916071105401	NH	33003	434916	711054	69	26-Aug-92	1330	<	1	43.82111	71.18166
421226071105601	MA	25021	421226	711056	40	04-Sep-86	800	<	1	42.20722	71.18222
443519071110601	NH	33007	443519	711106	38	15-Oct-92	1645	.	2	44.58861	71.185
425528071110701	NH	33015	425528	711107	42.2	09-Nov-84	1330	<	1	42.92445	71.18528
425528071110702	NH	33015	425528	711107	103	09-Nov-84	1500	<	1	42.92445	71.18528
435054071113201	NH	33003	435054	711132	59	28-Aug-92	1100	<	1	43.84834	71.19222
420709071113301	MA	25021	420709	711133	48	12-Aug-86	1300	<	1	42.11917	71.1925
431517071113801	NH	33017	431516	711136		03-Sep-82	1100	.	1	43.25445	71.19334
434709071113901	NH	33003	434709	711139		06-Sep-92	1315	<	1	43.78583	71.19417
